state_2018,birth_year,sex,race,party_id,ideo5_2019,newsint_2019,pew_religimp_2019,faminc_new_2019,educ_2019,ft_black_2017,ft_hisp_2017,ft_asian_2017,diff_inc_2019
Not Asked,1943,Female,White,Republican,4,1,2,4,2,48,50,32,5
Pennsylvania,1966,Male,White,Democrat,2,1,4,4,3,50,50,50,1
Michigan,1947,Female,White,Democrat,NA,NA,1,4,2,53,59,50,3
Not Asked,1964,Female,Asian,Republican,4,2,1,6,5,99,7,95,5
North Carolina,1952,Female,White,Republican,5,1,1,1,2,70,49,51,5
California,1964,Female,Hispanic,Democrat,2,1,4,3,5,73,74,98,1
NA,1940,Male,White,Republican,5,1,1,9,2,87,88,82,5
Not Asked,1941,Male,White,Independent,2,2,1,4,2,72,61,76,1
New Hampshire,1953,Female,White,Democrat,3,2,4,9,5,51,41,67,5
Pennsylvania,1957,Female,White,Republican,4,1,2,9,4,67,30,51,3
Not Asked,1959,Female,White,Republican,4,1,3,9,5,69,74,70,5
Texas,1942,Male,White,Republican,4,3,2,6,1,51,69,59,4
New Jersey,1956,Female,White,Democrat,2,1,2,9,5,80,78,80,2
Utah,1976,Male,White,Independent,3,2,4,NA,5,98,98,98,5
Wisconsin,1977,Female,White,Republican,4,2,2,7,5,56,78,84,5
California,1956,Male,White,Republican,4,2,1,8,3,100,80,80,5
California,1973,Male,Hispanic,Independent,1,1,4,9,6,95,90,90,2
Iowa,1971,Female,White,Independent,3,3,4,14,5,50,51,51,3
North Carolina,1960,Female,Other,Other,4,1,1,10,3,50,29,30,4
Maryland,1967,Female,White,Democrat,4,3,4,7,2,93,3,53,3
Illinois,1955,Female,White,Republican,5,1,1,9,2,35,40,80,5
Illinois,1957,Male,White,Democrat,4,1,2,9,2,70,80,81,5
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,70,91,NA
Kentucky,1946,Female,White,Democrat,2,2,1,2,3,78,30,80,4
Kansas,1956,Female,Black,Democrat,3,2,1,2,4,100,72,93,2
NA,1961,Male,White,Democrat,3,2,2,8,5,76,76,76,2
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,77,71,NA
Washington,1984,Male,White,Other,5,1,2,5,3,16,6,27,5
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,97,100,NA
Georgia,1971,Female,White,Democrat,1,1,4,5,3,97,95,91,1
New York,1990,Female,White,Democrat,1,2,4,5,5,80,74,83,2
Maryland,1966,Female,White,Democrat,1,1,2,11,6,100,99,99,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,56,55,NA
Vermont,1953,Male,White,Independent,2,1,2,7,4,4,66,37,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,76,91,NA
Colorado,1960,Female,Hispanic,Democrat,5,2,1,4,3,44,78,49,3
New York,1954,Female,White,Democrat,2,1,2,7,5,71,68,96,2
Maryland,1957,Male,White,Independent,4,1,1,6,2,50,50,50,5
Nebraska,1969,Male,White,Democrat,2,1,4,4,5,89,85,89,1
Louisiana,1964,Female,White,Republican,5,1,1,10,5,84,90,79,5
Florida,1975,Male,White,Republican,5,1,3,9,5,41,50,49,5
Not Asked,1956,Male,White,Independent,3,2,4,11,3,77,82,74,2
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,66,95,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,80,50,NA
New York,1956,Female,White,Independent,3,1,1,2,5,81,94,94,3
Washington,1952,Female,White,Independent,3,1,1,10,2,51,45,66,3
New York,1961,Female,White,Democrat,3,1,2,11,5,75,90,95,3
NA,1964,Female,White,Republican,3,3,3,11,5,93,72,81,5
Nebraska,1960,Female,White,Democrat,2,3,2,6,2,78,78,NA,2
NA,1934,Male,White,Democrat,2,1,4,8,6,100,100,100,5
Massachusetts,1969,Female,White,Independent,3,4,4,2,5,50,0,49,2
Indiana,1948,Female,White,Independent,3,1,1,9,2,100,99,97,4
Utah,1960,Male,White,Republican,NA,1,2,NA,3,12,26,15,3
Not Asked,1984,Male,Black,Democrat,5,3,1,1,2,50,50,50,5
NA,1945,Female,White,Republican,4,1,1,9,6,54,52,47,5
Michigan,1947,Male,White,Democrat,3,1,2,3,2,7,40,31,5
Wisconsin,1953,Male,White,Independent,4,2,2,6,4,50,61,56,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,91,90,NA
Illinois,1958,Male,Native American,Independent,3,3,4,5,3,80,80,79,3
NA,1966,Female,White,Democrat,2,1,4,8,3,55,18,51,3
NA,1993,Female,Asian,Independent,3,3,4,5,5,93,59,75,1
Missouri,1982,Male,White,Republican,4,3,4,NA,4,66,28,35,3
New York,1954,Male,Hispanic,Democrat,2,1,4,3,4,75,88,77,1
NA,1954,Male,White,Independent,4,2,1,6,2,75,75,55,2
New Jersey,1979,Male,Black,Democrat,2,1,3,12,5,50,50,50,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,90,75,NA
Ohio,1939,Male,White,Republican,3,1,1,7,3,50,50,80,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,60,50,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,66,75,NA
Michigan,1978,Female,White,Democrat,4,3,4,9,3,50,59,63,4
California,1956,Female,White,Democrat,4,3,1,10,3,78,79,75,2
Pennsylvania,1938,Male,Black,Democrat,1,1,2,7,2,91,80,69,2
New Jersey,1960,Male,White,Republican,5,1,1,10,5,81,80,88,5
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,95,96,NA
NA,1962,Male,White,Independent,2,2,4,9,2,54,52,6,1
NA,1968,Male,Hispanic,Democrat,3,2,2,5,6,55,78,52,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,79,97,NA
Not Asked,1967,Female,Hispanic,Independent,3,3,2,10,5,79,100,80,1
Georgia,1949,Female,White,Independent,NA,1,1,3,2,93,93,91,2
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Rhode Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,39,52,NA
Alabama,1989,Female,White,Independent,NA,4,4,5,5,50,50,81,4
California,1957,Female,White,Republican,4,1,1,11,5,29,51,50,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Nebraska,1950,Female,White,Democrat,2,1,2,3,5,54,6,70,4
NA,1956,Female,White,Republican,5,1,1,13,4,51,50,50,5
Illinois,1984,Female,White,Independent,5,3,1,8,3,100,100,100,5
North Dakota,1982,Female,White,Republican,3,3,2,7,5,52,51,51,3
NA,1970,Female,White,Independent,5,1,1,8,4,81,57,82,5
Texas,1974,Male,White,Other,NA,1,4,13,5,100,100,100,5
Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,90,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,68,37,NA
Illinois,1950,Male,White,Independent,3,1,1,6,5,27,72,70,3
Michigan,1947,Male,White,Republican,4,1,3,7,3,51,50,50,5
California,1972,Male,Asian,Republican,4,2,1,14,5,3,21,89,5
Louisiana,1959,Female,White,Independent,3,1,1,10,4,80,40,80,5
North Carolina,1954,Male,White,Independent,1,1,2,6,2,69,68,81,3
Florida,1952,Female,White,Democrat,2,1,2,8,6,97,99,98,4
NA,1956,Female,White,Independent,2,1,4,NA,4,78,84,81,3
Texas,1945,Male,Black,Democrat,3,1,4,8,6,85,65,90,2
Maryland,1953,Male,White,Independent,4,2,2,7,4,51,50,52,4
California,1953,Female,Hispanic,Independent,3,1,2,10,4,96,100,95,5
New Jersey,1952,Female,White,Independent,3,1,1,12,5,91,90,72,4
Texas,1977,Female,White,Republican,5,4,4,9,4,7,16,48,5
Texas,1961,Female,White,Independent,3,1,2,7,3,50,52,50,5
Michigan,1948,Female,White,Democrat,5,1,1,6,4,100,99,100,1
Utah,1980,Male,White,Republican,4,1,2,8,3,50,50,50,5
NA,1956,Female,White,Republican,4,1,1,13,5,74,77,52,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,99,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,90,32,NA
Nebraska,1958,Female,White,Independent,4,1,2,NA,5,11,14,NA,5
Alabama,1986,Female,Black,Not sure,NA,2,1,4,4,89,92,91,2
Georgia,1964,Male,Black,Democrat,1,2,1,5,3,90,30,50,1
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Pennsylvania,1956,Female,White,Democrat,3,2,2,2,3,85,85,80,3
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
Illinois,1941,Male,White,Republican,4,1,1,9,3,52,79,78,5
Washington,1961,Female,White,Independent,2,2,3,12,5,51,50,50,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,85,NA
New Hampshire,1968,Male,Mixed,Democrat,2,3,3,2,5,48,47,54,2
Ohio,1954,Female,White,Other,4,1,3,4,3,96,95,96,5
California,1952,Male,Black,Democrat,2,1,4,12,4,86,74,75,1
Louisiana,1950,Male,White,Republican,4,1,2,NA,5,51,55,81,5
Arizona,1958,Male,Hispanic,Independent,3,1,1,6,3,67,90,91,5
Illinois,1941,Male,Black,Democrat,1,1,4,NA,6,97,90,78,1
Montana,1964,Male,White,Democrat,2,1,3,6,4,100,100,99,2
Michigan,1985,Female,White,Independent,3,4,1,4,4,100,100,100,5
Missouri,1992,Female,White,Independent,NA,3,4,10,5,0,0,75,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,61,100,NA
New York,1967,Female,White,Republican,5,1,1,11,4,90,100,100,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,74,80,NA
Missouri,1946,Female,White,Independent,3,1,2,5,3,80,68,79,5
Indiana,1953,Female,White,Republican,4,3,1,4,2,81,18,47,5
Missouri,1983,Female,White,Other,1,2,1,3,3,57,78,81,3
California,1949,Male,White,Democrat,2,1,1,NA,6,100,100,100,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,100,100,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,82,80,NA
Mississippi,1947,Female,Black,Democrat,3,3,1,4,3,98,98,99,5
Not Asked,1971,Female,Asian,Democrat,1,2,2,NA,3,60,63,89,1
NA,1971,Female,White,Republican,3,1,2,8,4,47,51,51,3
Iowa,1955,Male,White,Independent,3,1,1,7,6,55,61,60,3
NA,1931,Male,White,Independent,4,1,1,3,2,75,50,75,5
Michigan,1954,Male,White,Independent,3,3,4,9,4,100,100,100,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,91,79,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,96,96,NA
NA,1966,Female,Black,Democrat,3,1,1,4,2,100,100,98,1
New Jersey,1951,Female,White,Republican,5,1,1,9,3,88,80,91,5
NA,1936,Male,White,Independent,4,1,1,3,2,78,91,81,2
Alabama,1946,Male,White,Republican,4,1,1,10,5,51,51,100,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,54,70,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,50,28,NA
Not Asked,1943,Female,White,Republican,4,1,1,11,5,63,75,75,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,94,95,NA
New Jersey,1962,Female,Asian,Independent,3,1,1,9,5,1,2,13,4
Indiana,1956,Male,White,Independent,3,1,1,5,3,99,100,99,3
New York,1946,Male,White,Independent,2,1,2,7,2,72,61,63,1
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,50,45,NA
Illinois,1954,Female,White,Independent,3,1,1,NA,3,85,84,85,5
Connecticut,1949,Female,White,Independent,4,1,1,6,3,79,79,89,5
California,1957,Female,White,Republican,4,1,1,7,3,57,69,51,5
Minnesota,1959,Male,White,Republican,5,1,2,NA,4,25,63,67,3
Arizona,1949,Male,White,Republican,4,2,1,10,3,78,91,90,4
NA,1955,Female,Black,Democrat,4,2,1,11,3,99,50,34,4
NA,1963,Female,White,Republican,5,1,2,NA,5,70,90,93,5
California,1976,Female,Black,Democrat,2,2,1,NA,5,93,98,89,3
New Hampshire,1970,Male,White,Republican,4,1,2,12,6,5,15,70,5
Pennsylvania,1946,Female,White,Independent,3,1,1,4,6,81,86,98,4
Illinois,1968,Male,White,Independent,1,1,4,NA,5,68,75,79,3
New Jersey,1961,Male,Black,Democrat,2,1,2,4,3,100,100,100,3
New York,1940,Male,White,Republican,4,1,2,3,2,81,80,76,5
Alaska,1953,Male,White,Independent,4,1,1,8,2,52,50,50,5
Michigan,1937,Male,White,Independent,4,1,1,8,2,99,99,98,5
New Jersey,1949,Male,White,Independent,3,1,1,8,6,100,100,100,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,79,81,NA
NA,1986,Male,White,Democrat,3,1,4,1,5,100,100,85,1
Massachusetts,1946,Male,White,Independent,4,1,2,NA,2,53,55,50,5
Not Asked,1978,Female,White,Independent,2,1,4,12,6,53,39,78,1
Ohio,1953,Male,White,Independent,3,1,2,8,5,99,90,99,5
Alabama,1939,Female,White,Democrat,3,2,2,7,6,36,76,93,5
Massachusetts,1956,Female,White,Republican,4,3,1,3,2,75,75,75,5
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,94,73,NA
Ohio,1963,Male,White,Republican,4,1,1,11,5,62,69,74,5
Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,93,NA
Missouri,1961,Male,White,Independent,5,1,1,NA,2,0,0,87,5
NA,1961,Female,White,Republican,2,1,1,9,5,100,99,98,3
NA,1938,Male,White,Republican,5,1,1,8,4,22,51,95,5
New Jersey,1968,Female,Hispanic,Democrat,NA,3,1,3,2,58,100,55,3
California,1968,Male,White,Independent,5,1,1,7,4,100,100,100,5
New York,1969,Female,White,Republican,4,1,4,12,5,24,49,50,5
NA,1988,Male,White,Democrat,1,1,4,8,6,100,100,100,1
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,49,71,NA
Indiana,1952,Male,Mixed,Independent,3,1,1,14,6,75,73,75,5
Ohio,1965,Female,White,Other,3,1,2,NA,3,61,58,77,5
Pennsylvania,1949,Male,White,Independent,3,1,1,9,5,61,76,90,5
Ohio,1959,Male,White,Republican,5,1,1,10,6,76,2,87,5
Massachusetts,1957,Male,White,Independent,4,1,2,NA,6,85,51,80,4
Ohio,1948,Male,White,Republican,4,1,1,11,6,40,55,53,4
Minnesota,1938,Male,White,Independent,3,1,1,5,2,70,78,51,3
Pennsylvania,1963,Female,White,Republican,3,1,1,5,3,92,93,99,5
North Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,95,91,NA
Ohio,1937,Male,White,Republican,5,1,1,10,5,99,100,99,5
California,1944,Female,Hispanic,Independent,2,1,3,6,3,99,98,100,3
New York,1945,Female,White,Republican,3,1,2,9,5,75,50,60,4
California,1953,Female,White,Republican,4,1,2,8,5,78,67,79,3
Massachusetts,1961,Male,White,Republican,4,3,1,9,2,100,100,99,5
Wisconsin,1966,Male,White,Independent,5,1,1,13,6,90,90,95,5
Not Asked,1962,Male,White,Democrat,3,1,4,11,5,70,70,50,2
Ohio,1945,Female,White,Republican,4,1,2,NA,6,84,75,99,5
Wisconsin,1965,Female,White,Independent,4,2,3,6,5,81,79,83,5
Kansas,1968,Female,White,Independent,2,1,4,9,6,100,100,100,2
Florida,1991,Female,Hispanic,Not sure,2,2,3,4,4,50,50,65,2
Missouri,1986,Female,White,Democrat,1,4,2,4,2,100,100,100,3
NA,1953,Male,Hispanic,Republican,4,2,1,10,2,19,80,4,5
Washington,1957,Male,White,Republican,4,1,3,4,2,31,56,81,5
Massachusetts,1961,Female,White,Democrat,2,1,3,11,6,91,92,91,2
Minnesota,1946,Male,White,Independent,3,1,3,9,5,65,69,69,5
Colorado,1965,Male,Hispanic,Other,4,1,1,9,5,100,100,100,5
New York,1967,Male,Hispanic,Democrat,3,3,4,11,2,56,100,66,3
Ohio,1951,Female,White,Not sure,4,1,3,11,2,100,100,100,2
Michigan,1932,Female,White,Democrat,2,1,3,2,3,98,98,99,2
Illinois,1962,Female,White,Democrat,3,3,2,7,4,25,55,58,3
NA,1962,Female,White,Republican,4,4,1,2,3,50,51,83,3
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,71,72,NA
Michigan,1963,Male,Black,Democrat,3,2,1,11,4,98,51,7,1
California,1950,Female,Black,Democrat,3,1,2,2,6,75,60,71,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,89,77,NA
Alabama,1955,Female,Black,Democrat,2,1,1,3,3,96,97,96,2
Not Asked,1954,Female,White,Republican,5,1,1,5,5,71,70,70,5
New York,1950,Female,White,Republican,4,1,1,3,2,80,86,77,3
Florida,1962,Male,Hispanic,Independent,4,1,3,NA,5,50,60,60,4
Michigan,1961,Female,White,Republican,4,2,3,11,3,97,91,64,5
New York,1950,Male,White,Democrat,3,1,2,NA,5,83,81,77,4
New York,1991,Female,Hispanic,Independent,3,3,2,9,5,50,53,50,3
Minnesota,1948,Male,White,Republican,5,1,1,7,5,89,76,85,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,79,99,NA
South Carolina,1968,Male,White,Republican,5,2,1,10,3,25,20,51,1
NA,1939,Male,White,Democrat,4,1,2,3,1,84,72,66,2
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,11,97,NA
Ohio,1960,Male,White,Republican,5,2,2,NA,2,50,50,50,5
Virginia,1974,Male,Native American,Independent,4,1,1,2,3,47,46,59,5
Louisiana,1954,Female,White,Republican,5,1,1,8,3,97,99,99,5
Iowa,1948,Male,White,Republican,4,1,4,5,2,21,7,71,5
Tennessee,1950,Male,White,Independent,3,1,1,4,2,90,80,79,4
Wisconsin,1986,Male,White,Independent,4,1,1,NA,4,78,72,78,5
Alabama,1958,Female,White,Independent,5,2,1,9,5,79,75,80,5
NA,1967,Female,Mixed,Democrat,1,2,4,10,5,29,72,91,2
Georgia,1960,Female,Native American,Independent,3,1,2,9,4,90,90,90,3
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,71,75,NA
NA,1966,Male,White,Independent,3,1,1,NA,5,75,70,53,5
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,96,95,NA
New York,1936,Male,White,Republican,5,1,1,4,2,90,91,90,5
Michigan,1954,Female,White,Democrat,NA,1,2,2,2,89,75,75,2
Arizona,1959,Male,White,Republican,5,1,1,11,3,72,68,75,5
Pennsylvania,1963,Male,White,Independent,5,1,3,2,5,4,9,23,5
Alabama,1944,Male,Black,Independent,3,2,1,5,5,93,86,88,3
Pennsylvania,1951,Male,White,Democrat,2,1,4,NA,3,5,49,50,1
West Virginia,1954,Male,White,Republican,4,1,3,8,2,30,55,75,4
NA,1948,Female,White,Republican,5,1,2,NA,5,59,60,92,5
New Jersey,1962,Female,White,Democrat,3,3,3,5,2,78,70,93,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,42,27,NA
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,80,70,NA
Michigan,1982,Female,Black,Independent,2,2,4,NA,2,80,NA,NA,1
Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,90,91,NA
New York,1933,Female,White,Independent,3,1,1,4,5,77,70,77,3
NA,1944,Male,White,Republican,5,1,2,7,5,91,100,90,5
Missouri,1952,Female,White,Republican,5,1,4,12,2,50,60,79,5
Wisconsin,1966,Male,White,Independent,5,1,2,3,2,67,31,36,3
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,59,63,NA
Indiana,1957,Male,White,Independent,3,1,4,9,5,75,80,80,5
New York,1957,Female,Black,Democrat,2,1,1,11,6,97,83,79,1
New York,1942,Female,White,Democrat,1,1,4,6,3,97,90,90,2
Florida,1949,Female,White,Democrat,3,1,2,NA,5,75,90,100,3
Not Asked,1944,Male,White,Republican,4,1,1,5,5,80,31,90,3
NA,1954,Male,White,Republican,4,2,3,15,2,62,68,69,4
NA,1954,Male,White,Republican,3,2,2,11,5,81,70,88,5
Indiana,1954,Female,White,Republican,4,1,2,7,5,81,81,81,5
Minnesota,1948,Female,White,Democrat,2,1,3,9,2,100,99,100,1
New Jersey,1954,Male,White,Republican,3,2,3,2,2,40,9,81,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,1,NA
Alabama,1961,Male,Black,Democrat,2,1,1,NA,3,75,45,74,2
Kansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Illinois,1950,Female,White,Republican,3,1,1,6,2,20,19,64,2
Pennsylvania,1959,Female,White,Republican,4,3,1,3,2,80,57,50,3
Colorado,1960,Male,White,Republican,5,1,1,1,3,59,41,71,5
Florida,1975,Female,Mixed,Independent,1,4,4,9,6,78,77,77,2
Wisconsin,1964,Male,White,Republican,3,1,4,2,2,77,70,70,1
Tennessee,1955,Female,White,Democrat,5,3,1,3,2,100,70,100,3
New York,1957,Female,White,Independent,1,1,3,8,5,100,100,100,3
NA,1974,Female,White,Independent,2,3,2,1,3,38,25,79,2
Illinois,1961,Male,White,Republican,4,1,1,11,3,1,79,99,5
NA,1954,Female,White,Not sure,3,3,2,3,2,72,75,74,3
New York,1981,Male,White,Republican,3,1,4,11,5,50,50,50,5
Colorado,1953,Male,White,Independent,4,1,1,9,5,50,50,50,5
Michigan,1958,Female,White,Independent,1,1,3,5,5,81,70,72,1
Colorado,1990,Female,White,Other,2,1,1,2,2,86,93,83,1
NA,1952,Female,White,Democrat,2,1,4,4,3,50,50,50,1
New York,1957,Female,Hispanic,Independent,4,1,2,12,3,50,52,91,NA
Georgia,1958,Female,Black,Democrat,3,3,2,4,4,80,80,81,1
New York,1955,Female,White,Republican,5,1,1,7,2,62,53,50,5
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
NA,1973,Female,White,Independent,3,1,3,11,6,2,3,49,3
NA,1984,Female,White,Independent,3,2,1,5,3,50,50,50,5
Florida,1965,Male,White,Republican,5,2,1,7,2,100,93,93,5
Arizona,1971,Female,White,Democrat,2,1,1,3,2,55,61,76,2
Massachusetts,1962,Male,White,Democrat,3,2,4,2,3,80,80,80,3
Not Asked,1976,Female,White,Democrat,2,1,4,11,6,99,90,86,1
California,1931,Female,White,Republican,4,3,1,NA,2,100,100,100,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
NA,1965,Male,White,Republican,5,1,1,5,5,30,54,51,5
California,1987,Male,Hispanic,Democrat,5,3,3,3,5,72,54,60,2
NA,1947,Female,Mixed,Independent,3,1,1,10,4,85,85,85,4
Nebraska,1986,Female,White,Democrat,2,1,4,8,5,99,98,98,1
New Hampshire,1963,Female,White,Democrat,3,2,4,9,3,80,80,50,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,62,82,NA
California,1976,Female,White,Republican,4,1,2,NA,3,83,79,82,5
Iowa,1954,Female,White,Independent,3,1,3,4,3,50,51,50,5
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,71,NA
Minnesota,1971,Male,White,Republican,5,1,4,1,2,19,47,100,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Not Asked,1964,Male,White,Independent,2,1,4,8,4,78,66,74,2
Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,95,52,NA
Michigan,1953,Female,White,Democrat,3,1,1,4,2,78,29,41,1
NA,1958,Female,White,Republican,4,4,2,1,3,99,99,94,2
Massachusetts,1966,Female,White,Republican,5,2,1,7,4,98,99,98,5
NA,1955,Male,White,Democrat,2,1,1,11,5,82,78,77,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,75,NA
California,1966,Male,Hispanic,Democrat,4,2,1,3,3,21,85,NA,4
Not Asked,1935,Female,White,Republican,5,1,2,3,3,100,100,100,5
New York,1960,Female,White,Independent,3,2,1,3,3,99,97,100,3
Florida,1962,Female,White,Independent,3,1,3,5,4,100,100,99,3
Alabama,1970,Male,Native American,Independent,5,1,1,3,2,98,86,100,5
Georgia,1957,Female,Black,Democrat,3,1,1,6,3,100,96,92,2
Ohio,1957,Female,White,Democrat,3,2,3,6,2,54,49,43,4
Florida,1964,Male,White,Republican,3,1,1,NA,5,84,73,86,5
Oregon,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
Washington,1959,Male,Other,Independent,3,2,4,7,4,60,60,60,3
Tennessee,1961,Male,White,Republican,5,2,1,NA,4,90,96,95,5
Louisiana,1972,Female,White,Republican,5,2,1,4,3,75,75,83,3
Georgia,1957,Female,Black,Democrat,3,1,2,10,3,100,60,100,3
New York,1958,Female,White,Republican,4,1,2,NA,5,27,52,53,5
Illinois,1957,Male,White,Independent,1,1,4,4,5,79,79,79,2
California,1961,Male,White,Republican,4,1,1,11,3,93,91,80,5
NA,1941,Male,White,Republican,4,1,3,6,6,94,81,88,5
Washington,1940,Male,White,Republican,5,1,1,8,2,60,50,60,5
Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,50,50,NA
Indiana,1983,Male,White,Other,1,1,4,NA,5,80,78,81,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49,77,NA
NA,1983,Female,Black,Independent,2,2,3,NA,6,86,43,85,3
Georgia,1952,Male,White,Independent,1,1,1,NA,2,94,94,94,1
New York,1950,Male,White,Independent,4,1,3,NA,3,1,21,90,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,96,97,NA
Pennsylvania,1953,Male,White,Democrat,2,1,4,9,3,74,74,78,3
New York,1962,Male,White,Independent,3,1,4,11,6,48,53,86,3
Illinois,1973,Female,White,Republican,5,2,1,NA,2,67,76,77,1
Pennsylvania,1965,Male,White,Independent,3,1,3,4,4,97,99,100,3
Virginia,1991,Female,Black,Republican,4,2,1,1,5,50,50,49,5
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,77,61,NA
NA,1956,Female,White,Independent,3,1,2,NA,6,50,53,100,4
New Jersey,1944,Female,White,Republican,5,2,1,NA,5,52,51,91,5
Texas,1966,Male,White,Democrat,1,3,4,6,5,100,100,100,1
Montana,1935,Male,White,Republican,4,1,2,NA,3,70,59,78,5
NA,1963,Female,White,Republican,4,2,1,4,3,81,91,71,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,56,85,NA
NA,1963,Male,Hispanic,Independent,3,1,2,11,5,51,50,70,5
Pennsylvania,1942,Female,White,Democrat,2,4,1,2,1,51,51,51,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,80,84,NA
California,1953,Male,White,Republican,3,1,3,12,6,0,53,94,5
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,34,91,NA
Not Asked,1941,Female,White,Independent,2,1,4,NA,4,59,74,66,4
South Carolina,1966,Male,White,Independent,1,1,4,4,4,57,51,54,1
Utah,1968,Male,White,Democrat,3,2,4,7,2,52,50,51,3
Wisconsin,1958,Female,White,Republican,3,2,2,2,4,30,NA,100,3
New York,1948,Male,White,Republican,4,1,1,9,6,50,65,75,4
Texas,1945,Male,White,Democrat,2,2,3,4,2,85,80,90,2
Texas,1942,Male,White,Democrat,2,1,4,6,2,50,50,51,3
California,1956,Female,White,Republican,3,2,1,6,5,78,25,78,3
NA,1953,Male,White,Independent,3,1,2,8,4,50,50,50,5
Washington,1958,Male,White,Independent,3,1,3,6,4,50,49,50,2
Kentucky,1937,Female,White,Democrat,3,1,1,5,2,72,67,86,2
NA,1958,Male,White,Republican,4,1,3,NA,3,3,31,15,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,52,45,NA
Florida,1958,Male,White,Independent,3,1,2,8,3,72,72,80,5
