birth_year,sex,race,party_id,crime,economy,immigration,family_medical_leave,abortion,gay_rights,health_care
1955,Female,White,Democrat,3,4,4,3,3,3,4
1935,Female,White,Republican,4,4,4,3,3,4,4
1937,Female,Black,Independent,4,3,4,4,4,4,4
1948,Male,White,Republican,4,4,4,4,4,4,4
1944,Male,White,Independent,3,3,1,3,3,2,4
1955,Female,White,Not sure,4,4,4,3,3,4,4
1950,Female,Black,Democrat,4,3,3,3,3,3,4
1965,Female,White,Republican,3,4,4,3,1,4,4
1963,Female,Black,Democrat,4,4,3,3,2,3,4
1943,Male,White,Independent,4,4,3,3,3,3,4
1929,Female,Black,Democrat,4,3,3,4,3,3,4
1964,Male,White,Democrat,3,4,3,3,3,3,4
1953,Male,White,Republican,4,4,4,2,4,3,3
1951,Male,White,Independent,4,4,1,1,1,4,4
1934,Female,White,Democrat,3,3,4,3,4,3,4
1971,Male,White,Democrat,3,4,4,3,3,1,4
1969,Male,White,Democrat,2,4,4,4,3,4,4
1967,Male,White,Republican,4,4,4,2,1,4,3
1957,Male,Mixed,Other,4,4,4,1,2,4,2
1953,Male,Hispanic,Independent,4,4,4,4,3,4,4
1961,Female,White,Other,3,4,4,1,3,3,3
1961,Male,White,Republican,3,4,4,2,4,4,3
1947,Female,White,Independent,4,4,3,4,4,4,4
1950,Female,White,Republican,NA,4,4,4,4,4,4
1943,Male,White,Democrat,3,4,3,3,4,4,4
1955,Male,White,Democrat,3,4,2,2,1,2,4
1986,Male,White,Democrat,4,4,2,4,4,4,4
1967,Male,White,Democrat,4,NA,4,4,NA,3,4
1967,Male,Hispanic,Independent,3,3,3,3,3,4,3
1939,Female,White,Independent,4,3,3,2,3,4,4
1939,Male,Hispanic,Democrat,4,4,3,4,3,4,4
1970,Male,White,Independent,4,4,4,2,1,2,4
1964,Female,White,Republican,4,4,3,4,1,4,4
1962,Male,White,Republican,3,4,4,2,2,4,3
1954,Male,White,Independent,3,4,4,3,4,3,3
1961,Male,White,Republican,3,3,3,2,3,3,3
1960,Male,White,Republican,4,4,4,2,4,4,3
1981,Female,White,Democrat,3,4,4,4,4,2,4
1933,Male,White,Republican,4,4,4,4,3,4,4
1951,Male,White,Democrat,3,3,3,3,3,4,4
1960,Female,White,Independent,4,4,4,2,4,NA,4
1954,Female,Black,Democrat,4,4,3,4,3,4,4
1959,Female,White,Democrat,4,4,3,3,2,3,4
1962,Male,White,Independent,4,4,1,1,1,2,1
1956,Female,White,Republican,4,4,4,3,2,4,4
1947,Male,White,Republican,4,4,4,2,4,4,4
1946,Male,Black,Democrat,4,3,4,3,4,3,4
1959,Female,White,Democrat,4,4,3,4,3,3,4
1959,Male,White,Republican,4,4,4,4,3,4,4
1943,Female,White,Democrat,3,4,4,3,1,3,4
1955,Female,White,Independent,4,4,4,4,4,4,4
1953,Female,White,Republican,4,4,4,3,4,4,4
1961,Female,White,Democrat,4,4,4,4,4,4,4
1936,Male,Black,Democrat,3,4,3,4,3,4,4
1960,Female,White,Democrat,3,4,4,3,4,2,4
1958,Male,White,Democrat,4,4,2,3,1,3,4
1954,Female,White,Democrat,4,4,2,3,3,3,4
1964,Male,White,Democrat,3,4,2,2,2,2,4
1951,Male,White,Independent,4,4,4,1,2,4,3
1965,Male,White,Independent,4,4,4,2,1,4,4
1991,Female,Hispanic,Independent,3,3,2,3,2,2,3
1965,Male,Mixed,Democrat,4,4,4,4,4,3,4
1961,Female,White,Not sure,3,4,3,3,3,4,4
1945,Female,White,Democrat,4,4,4,4,4,2,4
1996,Male,White,Democrat,2,3,4,3,2,2,3
1937,Male,White,Independent,NA,4,3,2,1,2,3
1929,Male,White,Democrat,NA,4,3,NA,NA,NA,4
1964,Female,White,Republican,4,4,4,2,3,4,4
1966,Male,Black,Democrat,3,3,2,3,2,2,4
1947,Female,White,Independent,3,4,2,4,4,3,4
1967,Female,White,Republican,4,4,4,3,4,4,4
1954,Male,White,Independent,3,4,3,3,3,3,4
1960,Female,White,Democrat,3,4,4,3,3,4,4
1966,Female,White,Republican,4,4,3,3,1,3,1
1959,Female,White,Independent,3,3,3,3,4,3,4
1987,Male,White,Independent,3,4,4,4,4,4,4
1960,Male,White,Democrat,3,4,3,3,3,3,4
1963,Male,White,Republican,2,4,3,3,2,4,4
1937,Female,White,Republican,4,4,4,2,3,4,4
1960,Male,White,Republican,4,4,4,4,4,4,4
1956,Female,White,Democrat,4,4,3,2,2,4,4
1953,Female,White,Republican,4,3,4,3,4,4,3
1959,Female,White,Republican,4,4,4,1,3,4,4
1955,Female,Black,Democrat,4,4,4,4,3,4,4
1965,Male,White,Republican,3,4,2,3,2,4,3
1957,Female,White,Democrat,4,4,4,4,4,4,4
1950,Male,White,Independent,3,4,4,4,3,4,4
1960,Male,Hispanic,Independent,4,4,4,4,4,4,3
1943,Male,White,Republican,4,3,4,3,4,4,4
1945,Female,White,Democrat,3,3,4,3,3,3,4
1960,Male,White,Republican,4,4,4,2,2,3,2
1939,Male,White,Democrat,4,4,4,4,3,4,4
1984,Female,White,Independent,3,3,3,2,4,3,3
1969,Male,White,Independent,3,4,4,3,3,4,2
1936,Male,White,Independent,4,4,3,2,3,4,4
1947,Female,White,Republican,4,4,4,1,3,4,4
1945,Female,White,Democrat,4,4,3,4,4,3,4
1955,Female,Hispanic,Independent,3,3,4,4,3,3,4
1966,Female,White,Democrat,3,4,2,3,4,3,4
1955,Male,White,Republican,2,4,4,3,3,2,3
1963,Female,White,Republican,4,4,4,2,3,4,2
1957,Female,Asian,Democrat,4,4,3,4,3,4,4
1960,Female,White,Independent,2,3,4,2,2,3,4
1962,Female,Black,Democrat,4,4,4,4,4,4,4
1953,Female,Black,Democrat,4,3,2,3,2,3,4
1940,Female,White,Democrat,4,4,3,4,4,4,4
1949,Male,White,Republican,3,4,4,3,1,3,4
1976,Female,White,Independent,4,4,3,3,4,3,4
1978,Female,Black,Independent,4,4,3,4,3,4,4
1948,Female,White,Republican,4,4,4,3,4,4,3
1953,Male,White,Republican,4,4,3,1,2,4,2
1942,Female,White,Republican,3,4,4,2,4,4,3
1958,Male,White,Independent,4,4,4,3,3,4,4
1959,Male,White,Republican,4,4,4,3,3,4,4
1957,Female,Hispanic,Democrat,4,4,4,4,3,4,4
1966,Female,White,Democrat,4,4,3,4,4,4,4
1950,Female,White,Independent,4,4,4,3,3,4,4
1941,Male,White,Democrat,4,4,4,3,4,4,4
1940,Female,White,Republican,4,4,4,3,4,4,4
1964,Female,White,Democrat,4,3,3,4,3,3,4
1948,Male,White,Republican,4,4,2,3,2,4,3
1967,Male,White,Independent,2,3,1,NA,1,NA,3
1941,Male,White,Democrat,4,4,3,4,3,4,4
1984,Female,Black,Democrat,4,4,3,4,2,4,4
1943,Male,White,Republican,4,4,NA,NA,4,4,4
1969,Male,White,Republican,4,3,4,3,4,3,3
1950,Male,White,Independent,4,4,4,3,4,4,4
1939,Male,White,Democrat,3,3,3,3,2,2,4
1986,Female,White,Independent,3,3,3,4,4,3,3
1965,Female,White,Democrat,2,3,2,3,2,3,3
1974,Female,White,Independent,4,4,3,3,NA,4,4
1953,Male,Native American,Republican,4,4,4,4,4,4,4
1951,Female,White,Republican,3,4,4,2,2,4,2
1960,Female,Black,Democrat,3,4,2,2,3,3,4
1992,Female,White,Democrat,3,4,4,3,4,1,4
1977,Female,White,Democrat,2,4,2,4,1,3,4
1949,Female,White,Democrat,4,4,3,3,4,3,4
1935,Male,White,Republican,4,4,4,3,3,4,4
1938,Female,Hispanic,Other,4,4,4,4,4,4,4
1948,Male,White,Independent,4,3,3,3,4,4,4
1958,Male,White,Republican,3,4,4,2,2,4,4
1949,Male,White,Republican,3,4,4,4,4,4,4
1947,Female,Hispanic,Democrat,3,3,4,4,3,3,4
1949,Male,Black,Democrat,4,3,3,4,3,4,4
1942,Female,White,Independent,3,3,3,3,3,3,3
1956,Male,White,Republican,4,4,4,4,4,4,4
1958,Female,White,Democrat,3,4,2,3,3,3,4
1942,Male,White,Independent,4,4,4,3,2,4,4
1958,Female,Native American,Other,3,4,3,3,3,3,4
1928,Female,White,Independent,4,4,4,4,3,4,4
1957,Male,Black,Democrat,4,3,2,3,2,4,4
1936,Female,White,Independent,4,4,3,3,3,4,4
1959,Male,White,Democrat,4,4,3,3,3,3,4
1965,Female,White,Republican,4,4,4,1,2,4,4
1950,Female,White,Republican,3,4,4,2,4,4,3
1965,Male,White,Democrat,3,4,2,2,3,4,4
1956,Female,White,Republican,4,4,4,3,2,4,4
1930,Female,White,Republican,4,4,4,3,4,4,4
1946,Male,Native American,Independent,3,3,3,3,2,3,4
1964,Female,White,Democrat,4,4,3,4,4,4,4
1963,Male,White,Republican,4,4,4,4,4,4,4
1954,Male,White,Independent,4,NA,4,3,4,4,4
1964,Female,White,Democrat,4,4,3,2,3,4,4
1984,Female,White,Other,4,4,4,1,4,4,4
1976,Female,White,Independent,4,NA,2,3,4,4,4
1936,Male,White,Independent,4,4,3,4,NA,4,4
1933,Female,White,Republican,4,4,4,4,4,4,4
1972,Male,Asian,Independent,2,3,4,1,1,3,4
1940,Female,White,Democrat,4,4,4,3,2,4,4
1949,Male,White,Republican,4,4,4,4,4,4,4
1952,Female,White,Independent,4,3,4,3,4,3,4
1957,Female,White,Independent,3,3,3,3,2,2,4
1958,Male,White,Republican,3,4,3,2,2,3,3
1947,Male,White,Republican,4,4,4,4,4,4,4
1952,Female,White,Independent,4,4,4,3,3,4,4
1949,Male,White,Independent,3,3,3,3,2,3,4
1947,Female,White,Democrat,4,4,4,4,4,4,4
1965,Male,White,Independent,3,4,4,2,1,4,4
1993,Male,White,Republican,4,4,2,2,4,1,3
1965,Female,Black,Democrat,4,4,4,4,4,4,4
1969,Female,White,Independent,4,4,4,3,1,4,3
1947,Female,White,Democrat,4,3,3,3,3,4,4
1953,Female,Black,Democrat,3,4,2,3,3,2,4
1956,Female,White,Republican,4,4,3,3,1,3,4
1973,Male,Asian,Not sure,1,1,1,1,1,1,1
1939,Male,White,Republican,4,4,4,3,2,4,3
1965,Female,Hispanic,Republican,4,4,4,4,4,4,4
1959,Female,Black,Democrat,4,4,4,4,3,4,4
1954,Male,White,Democrat,3,3,3,3,2,3,3
1946,Female,Black,Democrat,3,4,2,4,4,4,4
1962,Female,White,Republican,4,4,4,4,3,4,4
1935,Female,White,Democrat,4,4,3,4,3,4,4
1963,Female,White,Republican,4,4,4,4,4,4,4
1966,Male,White,Independent,3,3,4,3,2,3,4
1954,Female,Black,Democrat,4,4,3,4,2,3,4
1943,Male,White,Democrat,4,3,3,3,3,4,4
1955,Male,White,Republican,3,4,4,2,3,4,4
1951,Male,White,Independent,4,4,4,4,4,4,4
1970,Male,White,Democrat,4,4,3,4,3,3,4
1955,Male,White,Independent,3,4,4,3,4,2,3
1934,Male,White,Republican,4,4,4,3,4,4,4
1959,Female,White,Independent,2,3,3,3,2,3,3
1957,Female,White,Democrat,3,4,3,4,4,3,4
1957,Female,White,Independent,2,3,2,3,1,2,3
1960,Male,Hispanic,Democrat,3,3,3,2,1,4,4
1962,Male,White,Independent,4,4,4,2,4,4,4
1964,Male,White,Independent,3,4,4,3,1,4,3
1959,Male,White,Independent,4,4,4,3,3,4,4
1981,Male,White,Republican,3,4,2,2,3,3,3
1955,Male,White,Independent,4,4,2,4,3,4,4
1949,Male,Native American,Independent,3,NA,NA,2,NA,2,3
1942,Female,Mixed,Democrat,NA,4,NA,4,4,4,NA
1952,Male,White,Independent,4,3,4,3,3,4,4
1949,Female,White,Republican,4,4,3,4,4,4,4
1953,Male,White,Independent,4,3,4,2,3,4,3
1983,Male,White,Democrat,2,4,4,4,4,1,4
1952,Male,White,Republican,4,4,4,1,4,4,2
1948,Male,White,Republican,4,4,4,4,4,4,4
1956,Male,White,Independent,4,4,4,4,4,4,4
1959,Female,White,Independent,3,4,4,2,2,4,3
1957,Female,Black,Independent,4,4,3,3,2,3,4
1948,Male,White,Independent,3,3,3,2,3,3,4
1959,Male,White,Independent,3,3,2,2,3,3,4
1951,Male,White,Democrat,4,4,4,3,1,4,4
1943,Male,White,Independent,4,4,4,2,4,4,4
1966,Male,White,Independent,4,4,3,2,1,3,2
1955,Female,White,Republican,4,4,4,4,4,4,4
1983,Female,White,Republican,3,3,3,3,3,4,3
1986,Male,Other,Republican,4,4,4,3,4,4,4
1970,Male,Native American,Republican,3,4,3,1,3,2,3
1937,Female,White,Democrat,4,3,4,3,4,4,4
1955,Male,Other,Independent,4,4,3,4,4,4,4
1964,Male,White,Republican,4,4,4,3,3,4,3
1936,Male,White,Republican,3,3,4,NA,4,4,3
1970,Female,Black,Democrat,4,4,3,4,1,4,4
1943,Male,White,Republican,4,4,4,3,4,4,4
1964,Male,Black,Democrat,4,4,3,3,3,4,4
1963,Female,White,Republican,4,4,4,4,4,4,4
1990,Male,White,Democrat,1,2,2,3,2,1,3
1950,Female,White,Republican,4,4,4,3,4,4,4
1931,Male,White,Republican,4,4,4,2,2,3,3
1960,Male,White,Republican,4,4,4,2,3,4,3
1945,Female,Black,Democrat,4,4,4,4,4,4,4
1945,Female,Black,Democrat,4,4,2,4,4,4,4
1949,Female,White,Independent,4,4,3,3,4,4,3
1940,Male,White,Other,2,3,3,3,4,3,4
1942,Female,White,Republican,4,4,4,4,3,4,4
1989,Female,Asian,Republican,4,3,2,2,3,4,4
1936,Male,White,Independent,4,4,4,3,1,4,4
1942,Female,White,Democrat,4,4,2,4,3,4,4
1959,Male,White,Republican,4,4,4,1,1,4,4
1957,Female,White,Independent,4,4,3,3,2,3,4
1989,Male,White,Republican,4,4,4,3,3,4,4
1955,Female,White,Republican,4,3,4,1,4,4,4
1985,Female,White,Democrat,NA,NA,NA,NA,NA,NA,NA
1958,Male,Mixed,Other,4,4,4,2,4,4,4
1965,Female,Hispanic,Independent,4,4,4,4,4,4,4
1955,Female,Black,Democrat,4,4,2,4,2,4,4
1948,Male,White,Republican,4,4,4,3,1,4,4
1950,Male,Mixed,Republican,4,4,4,3,2,4,4
1950,Female,White,Democrat,4,4,4,4,4,3,4
1953,Male,Black,Independent,4,3,2,2,1,4,4
1960,Female,White,Independent,4,4,3,4,4,4,4
1952,Female,White,Republican,4,3,4,4,4,4,4
1956,Male,White,Democrat,4,3,2,4,4,3,4
1963,Female,White,Democrat,3,3,3,2,3,3,4
1956,Female,White,Independent,4,4,3,4,4,4,4
1950,Female,White,Independent,4,4,4,2,4,4,3
1951,Male,Black,Democrat,4,3,2,4,3,3,4
1958,Male,White,Republican,4,4,3,3,2,3,3
1958,Male,White,Democrat,4,4,4,3,2,4,4
1969,Female,White,Republican,4,4,4,4,3,4,4
1944,Female,White,Democrat,3,3,3,4,2,2,4
1952,Female,Black,Republican,4,4,4,4,4,4,4
1957,Male,White,Democrat,4,4,2,3,4,4,4
1960,Male,White,Independent,4,4,4,3,2,4,2
1959,Male,White,Republican,4,4,4,2,4,4,3
1976,Male,White,Democrat,4,4,4,4,4,4,4
1985,Female,White,Democrat,4,4,4,4,4,4,4
1940,Female,White,Independent,4,4,4,1,4,4,4
1935,Female,White,Democrat,3,4,3,3,3,2,4
1976,Male,White,Democrat,4,4,3,4,3,4,4
1951,Male,Other,Independent,4,4,4,4,4,4,4
1942,Female,White,Independent,3,4,4,2,3,4,3
1956,Female,White,Democrat,4,4,4,4,4,4,4
1930,Female,White,Republican,3,4,4,2,4,4,3
1959,Male,White,Republican,4,3,1,1,3,4,1
1947,Male,Black,Democrat,3,3,4,3,2,3,4
1968,Male,Mixed,Republican,4,4,4,3,4,4,3
1954,Female,White,Republican,4,4,3,3,4,4,3
1931,Female,White,Independent,4,3,4,2,4,4,4
1961,Male,White,Republican,4,4,4,3,2,4,4
1953,Female,White,Democrat,4,4,4,4,3,4,4
1969,Female,White,Republican,4,4,4,3,2,4,4
1971,Male,Black,Democrat,4,4,4,4,1,4,4
1945,Female,White,Republican,4,4,3,4,1,4,4
1955,Male,Black,Democrat,3,3,1,4,4,3,4
1961,Male,White,Independent,3,3,4,4,3,4,4
1951,Female,White,Republican,4,4,4,3,2,4,4
1984,Male,White,Democrat,3,4,4,3,4,3,4
1944,Male,Hispanic,Republican,4,4,4,3,4,4,3
1977,Female,White,Republican,3,3,3,3,4,3,3
1962,Male,Black,Democrat,2,3,3,2,3,2,4
1948,Female,White,Republican,4,3,4,2,3,4,4
1951,Male,Hispanic,Republican,4,4,4,3,4,4,4
1959,Female,White,Not sure,4,4,3,4,2,4,4
1991,Female,White,Democrat,3,3,4,4,3,3,4
1950,Female,White,Democrat,3,4,3,3,3,3,4
1987,Male,Asian,Independent,3,4,4,2,1,4,3
1942,Female,White,Republican,4,4,NA,3,4,4,4
1966,Female,White,Democrat,4,4,4,4,4,4,4
1953,Male,White,Republican,4,3,3,4,4,3,4
1981,Female,White,Democrat,3,3,4,3,4,2,4
1966,Female,Hispanic,Democrat,3,4,3,3,2,4,3
1960,Male,Hispanic,Independent,3,4,2,1,1,2,4
1948,Female,White,Independent,4,4,3,4,4,4,4
1969,Female,White,Democrat,3,3,2,3,1,3,3
1964,Male,Hispanic,Other,4,4,4,2,4,4,1
1954,Female,White,Republican,4,4,4,1,4,4,4
1979,Female,Black,Independent,1,4,1,1,NA,NA,NA
1949,Female,White,Republican,4,4,4,3,4,4,3
1967,Female,White,Independent,4,4,4,4,4,4,4
1960,Male,White,Independent,4,4,4,2,3,3,4
1966,Female,White,Republican,2,2,2,3,1,2,3
1955,Female,Black,Democrat,4,4,4,4,1,3,4
1962,Female,Asian,Republican,4,NA,4,3,4,4,3
1960,Female,White,Democrat,3,3,3,3,3,3,4
1979,Female,Black,Independent,2,4,3,4,4,3,4
1943,Male,White,Democrat,4,4,3,3,4,3,4
1956,Male,White,Independent,4,4,4,4,3,4,4
1939,Male,White,Republican,4,3,4,3,4,4,4
1965,Female,White,Democrat,3,3,3,4,4,3,4
1956,Male,White,Independent,4,4,4,4,4,4,4
1958,Female,White,Democrat,4,3,4,4,4,4,4
1946,Female,White,Republican,4,4,4,2,4,3,4
1958,Female,Hispanic,Independent,4,4,4,2,1,4,3
1951,Female,White,Not sure,4,4,4,3,4,4,4
1972,Female,White,Democrat,4,4,4,4,4,4,4
1960,Male,White,Democrat,4,4,3,3,3,3,4
1969,Female,White,Republican,3,3,3,4,4,3,3
1964,Female,Hispanic,Democrat,4,4,4,2,NA,4,4
1956,Female,White,Republican,4,4,4,3,2,4,4
1965,Male,White,Republican,3,4,4,1,4,3,3
1953,Female,Black,Democrat,4,4,4,4,4,3,4
1953,Male,Hispanic,Independent,3,4,4,4,4,3,NA
1954,Female,White,Republican,4,4,4,3,4,4,4
1927,Male,White,Independent,4,4,4,2,4,4,3
1943,Male,Hispanic,Democrat,4,4,4,4,4,4,4
1960,Female,White,Republican,3,4,3,4,2,3,4
1972,Female,White,Independent,3,3,3,1,1,4,4
1964,Male,Hispanic,Democrat,3,4,4,3,4,3,4
1978,Female,White,Democrat,4,4,4,4,4,4,4
1984,Male,Black,Democrat,4,4,4,4,4,4,4
1979,Male,Black,Independent,3,4,4,3,4,4,4
1943,Female,White,Democrat,3,3,3,2,4,3,4
1954,Male,White,Independent,4,4,4,1,3,3,4
1981,Male,White,Democrat,4,4,4,4,1,4,4
1969,Male,White,Democrat,2,4,4,4,2,3,4
1947,Female,White,Republican,4,4,3,3,4,3,3
1954,Female,Black,Democrat,4,4,3,4,3,4,4
1934,Female,White,Republican,4,4,3,3,2,4,4
1977,Male,Hispanic,Republican,4,4,3,4,4,4,4
1942,Male,White,Republican,4,4,4,3,4,3,3
1961,Female,Hispanic,Independent,4,4,4,4,4,4,4
1961,Female,Black,Democrat,4,4,3,4,3,4,4
1965,Male,White,Democrat,3,3,2,3,3,3,3
1961,Female,White,Independent,4,4,3,1,3,2,3
1990,Female,White,Democrat,3,3,3,3,3,3,3
1955,Male,White,Independent,4,4,4,3,4,4,4
1964,Male,White,Independent,2,3,3,4,4,2,4
1965,Female,Hispanic,Democrat,4,4,3,4,4,4,4
1954,Male,White,Independent,4,NA,4,3,3,4,NA
1985,Female,White,Republican,3,3,3,3,3,3,3
1963,Female,Black,Independent,4,3,2,4,2,3,4
1937,Female,White,Republican,4,4,1,1,4,4,3
1946,Female,Black,Democrat,3,3,3,3,3,3,4
1982,Female,White,Republican,4,4,3,4,4,4,4
1968,Female,White,Independent,4,4,3,3,2,3,4
1966,Female,White,Democrat,2,NA,2,3,4,2,4
1965,Female,Hispanic,Democrat,3,3,1,4,1,3,4
1952,Male,Black,Democrat,4,4,4,4,4,4,4
1986,Male,Black,Democrat,4,4,1,4,1,4,4
1990,Female,Black,Democrat,4,4,3,2,1,4,3
1981,Female,White,Republican,4,4,4,3,2,4,3
1971,Female,White,Independent,4,4,3,4,3,NA,4
1962,Female,Black,Democrat,4,3,3,3,3,3,4
1986,Male,White,Independent,4,3,3,2,4,3,4
1950,Male,Asian,Independent,4,4,4,1,2,4,2
1988,Female,Black,Democrat,4,2,2,4,2,3,4
1944,Male,Black,Democrat,3,4,2,4,1,2,4
1948,Female,Black,Democrat,4,4,4,4,4,3,4
1982,Female,Asian,Republican,4,4,4,4,4,4,4
1968,Male,Hispanic,Independent,3,4,4,3,4,3,4
1954,Female,White,Independent,4,4,4,3,3,4,4
1974,Female,Hispanic,Not sure,4,4,4,4,3,3,4
1948,Female,White,Republican,4,4,4,3,2,4,4
1947,Female,White,Democrat,4,4,3,3,4,4,4
1953,Female,White,Republican,4,4,4,2,4,4,4
1949,Female,White,Democrat,3,3,3,2,3,3,4
1955,Male,White,Republican,4,3,4,3,1,4,4
1960,Female,White,Republican,3,4,4,2,2,3,3
1961,Male,White,Democrat,4,4,4,4,4,4,4
1947,Female,White,Republican,4,4,4,3,3,4,4
1948,Female,White,Republican,3,3,2,3,4,3,3
1982,Female,White,Independent,3,3,3,4,4,3,4
1958,Male,Hispanic,Democrat,4,4,3,3,3,4,4
1953,Male,White,Independent,3,3,3,3,3,3,4
1992,Female,White,Democrat,3,3,4,2,4,3,4
1968,Male,White,Independent,3,4,4,4,4,3,4
1983,Female,Black,Democrat,4,4,4,3,NA,4,4
1945,Female,Black,Democrat,4,4,4,4,4,4,4
1961,Female,White,Independent,4,4,4,2,3,4,3
1934,Female,White,Republican,4,4,4,4,4,4,4
1946,Male,Asian,Other,4,4,4,2,4,4,3
1968,Male,White,Independent,4,4,4,4,3,4,4
1975,Female,Asian,Independent,4,4,4,2,4,4,4
1973,Male,Asian,Independent,4,3,3,4,3,4,4
1952,Female,Hispanic,Democrat,4,4,4,3,4,4,4
1994,Male,Asian,Democrat,3,4,4,4,4,3,4
1963,Male,White,Independent,3,4,4,3,4,4,4
1995,Male,Asian,Democrat,2,3,4,3,3,3,4
1961,Male,Mixed,Independent,3,2,4,3,3,2,4
1954,Female,Hispanic,Democrat,4,2,3,3,4,4,4
1995,Male,White,Democrat,3,3,3,3,3,3,3
1964,Female,Asian,Republican,3,3,3,2,2,3,3
1990,Female,White,Not sure,4,4,3,4,4,4,3
1961,Female,Hispanic,Republican,4,4,4,2,4,4,2
1947,Female,Hispanic,Independent,4,4,2,2,4,4,4
1951,Female,Hispanic,Democrat,4,4,3,4,3,4,4
1976,Male,Hispanic,Republican,3,4,3,3,3,4,4
1998,Female,Black,Republican,3,4,1,1,4,4,4
1957,Female,Hispanic,Independent,4,4,4,4,4,4,4
1975,Male,Mixed,Independent,4,4,4,4,4,4,4
1952,Female,Hispanic,Independent,4,4,4,4,4,4,4
1995,Male,Hispanic,Independent,3,3,3,3,3,3,3
1956,Male,Asian,Independent,3,4,1,2,3,3,4
1983,Female,Hispanic,Not sure,4,4,1,4,4,4,4
1951,Female,Hispanic,Democrat,4,4,3,4,3,4,4
1966,Male,White,Republican,3,4,4,1,3,4,2
1961,Female,White,Republican,4,4,4,2,3,4,3
1970,Female,White,Republican,4,3,2,4,4,4,3
1964,Female,Asian,Democrat,4,3,3,3,2,3,4
1980,Male,Hispanic,Democrat,3,3,4,3,3,3,3
1965,Female,Hispanic,Democrat,4,4,4,4,4,4,4
1973,Female,Asian,Republican,4,4,4,2,3,3,2
1962,Female,Hispanic,Independent,4,4,4,2,2,4,3
1980,Male,Asian,Independent,3,3,2,3,2,2,4
1956,Male,Hispanic,Republican,4,4,4,3,3,4,4
1971,Female,Hispanic,Democrat,3,3,3,3,1,2,3
1985,Female,Hispanic,Democrat,3,4,3,4,4,3,4
1997,Male,White,Democrat,4,3,3,4,3,2,4
1986,Female,Asian,Independent,3,4,4,4,3,4,4
1992,Female,Hispanic,Republican,4,4,4,3,1,4,3
1979,Female,Hispanic,Independent,4,4,4,4,4,4,4
1984,Female,Hispanic,Democrat,2,3,2,4,4,2,4
1999,Female,Black,Democrat,1,4,1,4,4,1,4
1995,Male,Black,Democrat,4,4,4,4,4,4,4
1989,Male,Hispanic,Democrat,2,4,3,2,2,2,4
1983,Female,Hispanic,Democrat,4,4,3,4,3,4,3
1982,Female,Asian,Republican,4,4,3,1,1,3,4
1978,Male,Asian,Democrat,2,1,2,3,2,2,3
1959,Female,Hispanic,Democrat,3,3,3,3,4,3,4
1961,Female,Mixed,Independent,3,4,2,2,4,3,3
1965,Male,White,Independent,3,4,4,3,2,3,4
1966,Female,White,Democrat,4,4,2,3,2,4,4
1983,Male,Asian,Not sure,4,4,4,4,3,4,4
1965,Male,Hispanic,Other,2,4,4,2,4,3,4
1999,Female,White,Independent,3,4,4,2,1,4,1
1986,Female,Hispanic,Independent,4,4,4,4,4,4,4
1945,Male,Hispanic,Republican,4,4,4,4,4,4,4
1966,Male,Hispanic,Democrat,4,4,4,4,2,4,4
1996,Female,White,Independent,4,3,4,3,4,4,3
1944,Male,Hispanic,Independent,4,4,4,2,2,3,NA
1996,Female,Asian,Democrat,3,3,4,3,4,3,4
1984,Female,Asian,Independent,4,4,4,4,4,4,4
1996,Female,Hispanic,Democrat,4,4,2,4,3,3,2
1998,Male,White,Independent,4,4,2,2,3,2,3
1951,Male,Hispanic,Democrat,4,4,4,4,4,4,4
1959,Male,Hispanic,Republican,4,4,3,3,2,4,4
1997,Female,Mixed,Democrat,3,2,3,3,3,3,3
1976,Male,White,Independent,2,3,3,2,2,2,3
1969,Female,Hispanic,Democrat,4,4,4,4,4,4,4
1974,Female,Hispanic,Democrat,4,4,4,4,4,4,4
1993,Male,White,Democrat,4,4,4,4,4,4,4
1981,Female,Hispanic,Democrat,3,3,3,3,1,4,4
1963,Female,Hispanic,Independent,4,4,4,4,2,4,4
1968,Male,Hispanic,Democrat,4,4,4,4,4,4,4
1984,Female,Hispanic,Democrat,4,4,4,4,4,NA,4
1984,Male,Hispanic,Republican,2,3,4,1,4,2,3
1967,Female,Asian,Republican,4,4,4,4,2,4,4
1987,Male,Hispanic,Not sure,3,4,4,3,1,4,4
1956,Female,Hispanic,Independent,4,4,4,4,4,4,4
1993,Female,White,Democrat,3,4,4,4,4,4,4
1993,Female,Hispanic,Independent,4,3,4,4,2,3,3
1994,Female,White,Independent,3,3,3,3,4,3,3
1992,Female,Asian,Independent,2,2,1,2,2,2,2
1957,Male,Hispanic,Republican,4,4,4,1,1,4,2
1998,Female,Asian,Democrat,2,3,4,4,3,2,3
1997,Female,Mixed,Democrat,2,2,3,3,4,2,2
1943,Male,Asian,Republican,4,NA,4,3,3,4,3
1997,Female,White,Democrat,3,4,4,4,4,3,4
1993,Male,Hispanic,Independent,4,4,4,2,2,2,4
1996,Male,Mixed,Democrat,2,4,2,2,4,1,3
1986,Male,Asian,Republican,3,3,3,3,3,3,3
1997,Female,White,Democrat,2,3,3,4,4,2,4
1993,Female,Asian,Democrat,4,4,4,4,4,4,4
1987,Female,Hispanic,Democrat,3,4,1,3,2,4,4
1993,Female,White,Democrat,4,4,4,4,4,4,4
1997,Male,Black,Democrat,2,4,4,4,3,4,4
