state,birth_year,sex,immi_naturalize_2016,gaymar_2016,deathpen_2016,univhealthcov_2016,envwarm_2016,taxdoug_2016,amshamed_2016,gunown_2016
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skipped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
