birth_year,sex,race,party_id,educ_2017,ft_black_2017,ft_white_2017,ft_hisp_2017,ft_asian_2017,ft_muslim_2017,ft_jew_2017,ft_christ_2017,ft_fem_2017,ft_immig_2017,ft_gays_2017,ft_unions_2017,ft_police_2017,ft_altright_2017,ft_evang_2017,ft_dem_2017,ft_rep_2017
1971,Male,Hispanic,Democrat,High school graduate,75,94,41,88,66,70,70,44,40,61,66,81,66,68,68,77
1950,Female,White,Republican,Post-grad,82,97,92,97,30,95,97,89,73,98,38,100,NA,89,3,89
1956,Male,White,Republican,Post-grad,50,49,5,79,3,50,51,4,30,51,2,90,NA,19,3,50
1962,Female,White,Democrat,2-year,99,53,91,28,NA,NA,NA,99,NA,98,87,51,NA,NA,97,NA
1966,Female,White,Republican,Some college,44,65,45,49,6,50,72,82,23,61,53,69,NA,49,55,46
1952,Male,White,Independent,High school graduate,100,100,100,97,41,100,100,100,93,41,30,100,31,100,31,85
1942,Female,White,Democrat,Post-grad,98,99,100,98,92,100,51,97,97,98,74,87,6,51,96,20
1956,Female,White,Independent,High school graduate,86,86,84,77,59,90,100,34,28,17,45,100,NA,100,19,83
1955,Male,White,Democrat,High school graduate,50,51,50,50,2,98,99,10,40,3,98,99,26,98,50,49
1954,Female,Asian,Republican,4-year,93,93,100,99,36,100,77,60,74,69,4,89,NA,87,27,35
1939,Male,White,Republican,High school graduate,96,98,89,80,93,100,100,75,89,77,52,100,75,97,4,92
1980,Female,Asian,Independent,4-year,61,53,50,NA,33,51,NA,NA,NA,50,NA,75,NA,NA,50,50
1946,Male,White,Republican,High school graduate,50,75,51,50,1,75,75,1,50,1,50,51,NA,75,1,74
1941,Female,White,Democrat,4-year,100,49,100,97,100,51,100,80,100,70,100,50,19,99,100,26
1964,Female,White,Democrat,Some college,99,100,100,100,100,100,99,60,100,100,50,66,51,50,100,26
1941,Male,White,Independent,High school graduate,49,98,50,50,6,56,100,50,50,10,40,89,50,91,4,70
1936,Female,White,Republican,High school graduate,90,96,58,87,6,85,93,33,31,52,31,97,15,93,0,70
1985,Male,White,Democrat,4-year,39,79,50,49,49,40,49,42,48,61,70,61,42,56,80,50
1958,Male,White,Independent,High school graduate,74,90,75,70,70,70,72,55,63,46,51,79,31,50,60,60
1949,Male,White,Democrat,2-year,79,72,91,81,71,69,61,70,61,73,90,91,8,52,91,3
1961,Male,White,Republican,Some college,78,72,78,69,77,99,99,13,51,75,30,99,93,99,0,98
1933,Female,White,Republican,High school graduate,92,87,51,61,20,76,97,25,51,49,51,99,26,97,36,66
1933,Female,White,Republican,High school graduate,30,90,25,99,0,89,100,3,NA,0,NA,100,50,79,2,91
1933,Male,White,Republican,2-year,65,94,75,81,59,77,97,41,66,31,51,89,78,94,41,85
1932,Female,White,Republican,High school graduate,NA,69,NA,NA,NA,69,22,28,48,21,30,84,NA,NA,28,NA
1965,Female,Black,Democrat,2-year,96,50,82,74,47,51,87,99,52,50,93,21,NA,51,95,NA
1951,Male,White,Independent,2-year,51,51,51,51,37,50,52,51,40,52,75,42,21,25,52,20
1954,Male,Black,Democrat,High school graduate,89,85,88,87,81,85,52,84,72,83,74,19,9,19,91,14
1938,Male,White,Other,2-year,90,84,66,81,23,90,97,24,62,41,60,85,54,80,58,80
1952,Male,White,Independent,4-year,99,90,90,88,80,91,53,100,78,94,70,88,4,22,97,3
1928,Female,Black,Democrat,Some college,100,78,79,74,36,87,100,69,59,53,98,52,9,88,100,22
1948,Male,White,Independent,Some college,70,59,70,60,76,72,29,69,76,72,80,70,1,35,86,20
1990,Male,Mixed,Independent,Post-grad,10,50,20,50,99,1,10,4,50,20,50,35,0,3,40,4
1958,Female,White,Republican,High school graduate,69,95,68,51,60,53,100,10,50,1,1,92,6,50,4,53
1985,Female,Black,Democrat,4-year,5,24,11,23,28,11,16,15,9,16,11,11,22,8,8,12
1972,Male,White,Republican,High school graduate,NA,100,NA,NA,NA,NA,100,50,NA,0,NA,NA,NA,NA,NA,100
1960,Male,White,Republican,Some college,99,100,100,99,45,96,99,48,100,49,3,98,0,100,67,62
1941,Male,White,Independent,High school graduate,100,100,86,100,0,100,100,9,31,0,28,100,50,100,30,51
1950,Female,White,Independent,Some college,100,100,100,100,1,100,100,10,81,51,11,100,51,99,38,60
1953,Female,Hispanic,Republican,High school graduate,72,93,56,10,29,85,42,8,9,0,12,69,4,50,13,79
1954,Male,White,Democrat,High school graduate,50,51,41,50,6,50,50,50,51,51,90,90,50,51,99,30
1946,Female,White,Independent,Post-grad,66,73,72,68,61,67,68,83,52,69,79,50,0,18,93,12
1982,Male,Asian,Independent,Post-grad,75,75,75,75,61,75,56,80,90,100,40,55,0,5,50,25
1971,Male,Black,Independent,Post-grad,99,49,97,96,64,58,99,4,68,1,84,19,2,83,48,3
1959,Female,White,Independent,High school graduate,39,NA,42,29,NA,41,100,52,22,20,74,48,6,85,76,6
1950,Female,White,Republican,2-year,79,88,92,77,49,96,100,22,46,58,16,99,70,92,16,78
1973,Female,White,Democrat,2-year,95,100,60,60,50,95,76,100,50,90,95,100,1,50,95,20
1963,Male,White,Independent,Some college,48,99,50,50,5,99,98,2,41,48,4,96,51,82,0,53
1988,Female,White,Independent,Post-grad,50,49,52,52,99,52,50,100,78,99,97,50,3,3,53,50
1963,Female,White,Democrat,Some college,75,81,75,82,73,81,78,83,68,82,NA,82,NA,72,83,74
1926,Female,White,Republican,2-year,82,99,98,99,53,98,70,35,68,89,8,98,24,8,54,80
1966,Male,White,Democrat,4-year,91,88,90,91,76,87,88,63,76,87,89,88,46,87,86,27
1959,Female,Native American,Independent,2-year,50,100,70,51,1,90,100,1,81,1,3,100,31,81,1,85
1961,Male,White,Independent,High school graduate,96,95,95,96,70,90,96,50,80,50,100,70,30,50,11,40
1964,Female,White,Republican,4-year,58,61,57,76,21,100,89,57,37,77,10,28,55,69,49,52
1970,Female,White,Independent,High school graduate,99,99,98,97,NA,98,100,100,99,99,NA,100,NA,NA,NA,NA
1955,Male,Black,Democrat,Some college,100,100,99,100,80,100,100,100,91,100,100,100,50,99,72,91
1951,Female,White,Democrat,4-year,NA,97,NA,NA,11,59,NA,NA,30,19,41,69,61,99,61,NA
1994,Female,White,Democrat,4-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,Female,Hispanic,Republican,Some college,97,96,97,95,96,97,89,90,92,97,82,94,80,84,68,70
1943,Female,White,Independent,High school graduate,59,67,28,6,NA,59,71,44,6,53,31,88,NA,NA,44,53
1962,Male,White,Independent,2-year,49,76,53,50,55,53,49,54,70,42,71,39,2,12,74,3
1971,Female,White,Independent,High school graduate,28,23,26,28,40,22,16,20,20,21,35,23,28,42,12,29
1951,Female,White,Republican,High school graduate,5,79,7,6,9,11,50,27,29,31,53,28,56,23,10,79
1987,Female,White,Republican,4-year,78,70,76,31,6,71,97,1,31,1,1,5,NA,97,1,50
1961,Male,White,Republican,High school graduate,77,75,50,54,3,79,78,51,50,38,1,80,25,51,0,69
1988,Female,White,Independent,4-year,75,75,75,75,75,75,50,80,75,80,50,5,0,2,75,5
1936,Female,White,Republican,2-year,100,100,60,100,50,100,100,11,50,52,11,100,51,100,4,100
1959,Female,White,Republican,High school graduate,70,79,68,89,50,96,94,10,80,50,51,98,90,79,6,81
1983,Male,Mixed,Democrat,4-year,100,100,100,100,100,100,25,100,100,100,100,25,1,1,100,1
1966,Female,White,Independent,4-year,50,54,50,51,15,53,54,6,44,54,25,55,49,53,9,61
1963,Male,Middle Eastern,Independent,Post-grad,31,51,50,42,48,10,10,91,50,71,50,22,60,7,60,4
1977,Male,White,Republican,4-year,78,78,75,75,NA,75,100,NA,34,50,32,99,51,80,NA,92
1954,Male,Hispanic,Independent,2-year,91,100,89,84,58,94,96,2,50,22,2,98,92,97,1,81
1964,Male,White,Republican,High school graduate,60,100,55,84,5,84,100,50,5,80,67,94,74,52,16,91
1952,Female,White,Independent,Some college,48,50,50,85,8,100,93,42,50,9,37,67,38,96,16,100
1965,Female,Black,Democrat,2-year,95,80,80,80,80,80,80,78,71,100,80,64,3,80,80,54
1963,Male,White,Independent,2-year,20,90,80,80,1,81,81,1,3,12,1,97,71,80,1,56
1959,Male,White,Independent,Some college,50,85,60,75,50,90,95,1,51,32,6,95,0,90,29,80
1980,Female,White,Independent,High school graduate,72,70,70,71,72,77,75,61,61,78,NA,74,NA,NA,64,61
1966,Female,White,Independent,4-year,95,95,96,95,40,99,97,5,50,84,7,100,55,84,6,75
1980,Female,White,Democrat,Some college,61,58,60,56,49,51,49,72,59,78,61,46,4,47,63,4
1984,Female,White,Independent,4-year,90,93,72,87,64,78,67,70,73,92,69,75,44,74,75,48
1947,Male,White,Republican,High school graduate,100,100,99,100,6,100,100,NA,31,50,31,100,80,99,6,100
1937,Male,White,Democrat,Some college,94,95,96,96,96,96,78,94,94,97,96,95,NA,12,28,91
1963,Male,White,Democrat,Some college,77,71,82,70,74,77,60,53,74,77,16,80,32,13,81,22
1947,Male,Native American,Republican,4-year,10,99,32,20,5,80,99,17,10,7,56,99,27,100,6,97
1984,Male,White,Republican,4-year,2,98,71,77,19,23,85,1,37,23,4,98,27,70,2,94
1961,Male,White,Independent,4-year,50,82,84,81,47,69,78,2,50,54,3,81,1,81,3,50
1954,Female,White,Democrat,Post-grad,100,100,100,100,99,100,50,100,100,100,79,80,0,0,100,0
1945,Female,Hispanic,Republican,Post-grad,75,95,60,96,41,79,100,50,71,48,11,100,0,99,0,95
1958,Male,White,Democrat,2-year,38,80,34,59,50,51,79,55,49,41,61,91,50,50,60,25
1948,Female,White,Republican,No HS,69,98,NA,61,50,56,98,NA,NA,0,1,89,NA,84,22,92
1972,Male,White,Independent,4-year,30,90,90,90,50,50,50,2,70,50,10,26,3,50,10,60
1946,Male,Hispanic,Independent,4-year,53,68,66,76,9,90,93,16,27,67,67,99,62,92,6,49
1955,Female,White,Independent,2-year,55,55,55,55,40,55,95,11,50,50,20,95,4,60,4,NA
1949,Male,Hispanic,Republican,4-year,4,88,99,49,2,96,100,7,96,2,4,99,74,98,4,78
1960,Male,White,Republican,4-year,54,54,53,100,4,99,97,3,100,100,20,98,NA,99,1,100
1939,Male,White,Republican,2-year,90,89,80,96,76,95,95,21,81,90,50,96,46,61,26,76
1950,Male,White,Independent,2-year,80,55,75,81,72,80,42,66,80,79,NA,65,4,16,69,5
1959,Female,Black,Democrat,4-year,85,61,89,89,84,82,30,100,80,97,99,26,1,9,91,30
1976,Female,White,Democrat,High school graduate,100,2,100,100,91,85,0,100,100,100,NA,75,0,0,95,0
1964,Male,White,Independent,Some college,100,100,51,100,47,100,100,38,32,100,49,100,100,100,35,100
1932,Female,White,Republican,High school graduate,83,93,88,82,65,86,81,72,89,87,25,91,NA,97,47,78
1959,Male,White,Independent,4-year,23,57,45,81,41,55,80,12,51,38,24,89,29,63,1,20
1954,Male,White,Independent,High school graduate,50,50,44,60,5,50,95,40,30,5,25,75,NA,80,10,45
1975,Female,White,Independent,High school graduate,69,60,60,72,40,58,34,56,53,77,34,82,11,52,45,70
1969,Female,White,Independent,High school graduate,31,54,30,50,31,51,45,81,32,51,61,65,NA,42,3,21
1960,Male,White,Other,4-year,19,88,82,50,1,77,98,5,6,0,NA,75,2,89,3,24
1958,Male,Other,Independent,Some college,52,50,50,61,52,99,99,97,51,68,50,82,42,99,43,50
1955,Male,White,Republican,2-year,55,41,39,25,32,40,70,61,26,27,74,86,66,82,45,72
1958,Female,Native American,Independent,No HS,69,69,60,68,50,69,80,14,65,2,81,66,NA,79,65,75
1946,Female,White,Republican,High school graduate,99,97,100,99,1,99,94,50,41,97,50,98,50,100,100,99
1940,Female,White,Democrat,High school graduate,70,78,45,98,16,84,100,39,50,53,NA,89,NA,93,86,16
1936,Female,White,Independent,2-year,80,88,75,47,47,78,68,81,54,69,32,81,51,66,70,17
1935,Female,White,Democrat,2-year,75,77,82,82,71,79,33,75,75,79,91,31,2,2,75,2
1948,Female,Black,Democrat,Some college,81,31,52,48,49,51,83,68,52,53,53,52,52,23,50,NA
1957,Female,Black,Independent,2-year,99,NA,100,100,NA,99,NA,98,50,99,93,2,6,NA,82,1
1964,Female,Black,Independent,High school graduate,89,97,95,91,95,88,100,92,92,92,93,92,92,98,97,78
1942,Male,Black,Democrat,4-year,99,98,100,99,100,100,99,96,90,94,80,78,69,99,100,29
1952,Male,White,Democrat,Post-grad,61,50,38,50,50,52,39,89,53,51,69,51,NA,9,65,NA
1962,Female,Asian,Democrat,2-year,75,59,51,76,50,77,75,78,52,77,51,61,7,51,90,6
1993,Female,Black,Democrat,Post-grad,99,NA,100,100,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
1987,Female,White,Republican,4-year,78,79,89,55,88,69,82,48,55,66,63,89,NA,62,64,75
1960,Male,White,Republican,Some college,54,95,78,93,15,99,92,34,53,94,80,76,70,97,1,70
1983,Male,White,Independent,4-year,47,60,32,60,36,51,38,45,26,52,33,54,60,53,43,58
1962,Female,White,Republican,High school graduate,95,91,90,89,75,91,91,20,75,85,30,85,50,89,10,80
1946,Female,White,Democrat,4-year,95,80,95,90,90,95,80,95,95,95,90,75,1,30,95,45
1950,Male,White,Republican,4-year,44,47,39,49,6,49,53,43,20,75,3,81,11,58,25,50
1945,Female,Hispanic,Republican,High school graduate,38,60,NA,31,48,92,99,NA,27,NA,79,100,NA,96,NA,41
1975,Male,Hispanic,Independent,Post-grad,51,95,94,95,27,50,41,47,66,50,29,99,14,8,47,36
1944,Female,White,Republican,2-year,94,95,66,94,21,90,NA,10,60,31,NA,94,NA,90,NA,NA
1964,Male,White,Independent,4-year,43,100,29,94,NA,100,100,NA,26,NA,NA,100,NA,100,NA,81
1969,Female,Black,Democrat,High school graduate,99,50,98,97,99,100,97,100,100,88,94,0,0,2,100,0
1961,Female,White,Democrat,4-year,100,97,98,99,100,100,51,99,99,98,88,89,17,31,82,17
1958,Male,White,Democrat,High school graduate,16,81,1,55,NA,87,88,4,4,8,100,100,NA,98,28,88
1969,Male,White,Democrat,4-year,55,49,53,52,54,38,47,55,60,50,74,46,3,38,64,10
1949,Female,White,Republican,High school graduate,NA,73,56,76,65,31,55,57,NA,70,65,79,NA,37,45,37
1964,Female,Black,Democrat,2-year,86,53,50,NA,NA,NA,97,NA,NA,48,30,32,NA,51,99,8
1958,Male,White,Republican,2-year,50,NA,50,90,0,NA,95,0,31,11,0,79,NA,NA,2,50
1944,Male,Hispanic,Other,High school graduate,81,41,80,11,41,31,90,31,100,0,100,50,31,21,85,0
1965,Female,White,Independent,High school graduate,51,79,71,78,10,79,80,4,48,71,8,97,49,74,3,43
1985,Male,White,Democrat,2-year,91,88,89,93,95,79,84,93,89,89,91,82,86,85,93,92
1960,Female,Hispanic,Democrat,2-year,75,65,95,70,55,94,98,75,75,50,90,90,65,90,100,42
1951,Male,White,Republican,4-year,NA,60,62,46,37,60,60,38,62,41,25,80,9,68,27,80
1985,Female,White,Republican,High school graduate,47,100,64,50,47,57,100,52,49,51,100,100,99,100,52,100
1950,Female,White,Democrat,High school graduate,94,98,98,95,85,97,91,96,97,95,91,78,87,88,100,3
1959,Female,White,Democrat,Some college,88,81,90,88,75,80,51,94,86,77,98,49,3,6,98,5
1956,Male,White,Democrat,Post-grad,83,50,80,78,85,86,58,89,80,78,87,63,1,30,84,0
1974,Female,White,Republican,Some college,92,92,87,6,NA,100,100,NA,6,NA,61,94,NA,100,26,80
1967,Male,White,Republican,Some college,32,100,6,19,0,3,100,30,0,8,61,99,51,97,20,99
1952,Male,White,Democrat,No HS,100,99,100,98,99,100,1,2,100,100,2,100,1,0,100,1
1962,Male,White,Independent,High school graduate,12,62,30,26,NA,17,71,5,NA,6,29,71,48,45,12,77
1990,Male,White,Independent,2-year,55,54,54,53,55,63,12,13,55,52,14,78,19,12,13,11
1975,Female,White,Independent,Some college,50,50,45,75,5,25,30,2,50,45,25,30,50,25,5,25
1948,Male,White,Republican,No HS,78,93,88,81,34,90,100,50,50,20,51,91,1,96,31,69
1950,Female,White,Republican,High school graduate,31,71,5,41,2,81,95,3,3,NA,81,95,NA,50,43,92
1946,Male,White,Republican,High school graduate,1,99,71,70,30,0,60,2,52,1,11,12,95,50,10,51
1964,Female,White,Democrat,4-year,50,51,55,61,52,52,41,91,54,98,100,70,0,NA,98,NA
1954,Male,White,Independent,Post-grad,26,90,51,50,37,50,50,50,50,50,10,85,6,30,36,51
1972,Female,Black,Democrat,Some college,82,91,76,74,32,61,52,66,70,97,1,50,NA,26,60,0
1946,Male,White,Democrat,4-year,50,53,54,80,50,48,NA,39,69,40,34,69,39,56,NA,25
1962,Male,White,Independent,High school graduate,81,50,70,82,43,68,93,1,70,60,71,50,44,89,20,29
1932,Male,White,Republican,No HS,100,99,98,98,57,71,89,5,100,3,9,NA,16,99,29,63
1956,Female,White,Independent,2-year,90,75,NA,97,51,100,80,81,60,89,99,100,75,51,50,27
1942,Male,White,Democrat,High school graduate,99,99,99,99,99,99,41,91,99,99,91,81,0,11,52,10
1988,Female,White,Democrat,Some college,78,87,84,78,NA,87,45,95,NA,68,91,52,NA,44,97,44
1955,Female,White,Republican,Some college,100,100,100,100,87,100,100,97,56,100,77,71,63,85,84,75
1960,Female,White,Democrat,Some college,99,98,68,89,50,70,100,57,50,100,41,90,NA,15,98,60
1945,Female,White,Republican,Some college,69,76,50,53,51,72,82,47,61,41,44,99,27,97,12,68
1956,Female,White,Democrat,4-year,90,80,95,90,80,80,100,85,80,75,96,100,NA,61,91,10
1947,Female,White,Independent,2-year,91,97,84,98,91,100,100,100,83,91,73,82,2,12,80,5
1949,Female,Black,Democrat,Post-grad,100,87,96,86,86,98,100,78,83,NA,81,91,2,97,96,9
1960,Female,White,Democrat,4-year,100,80,100,100,90,100,5,100,95,100,21,46,1,1,80,10
1932,Female,Black,Republican,2-year,81,82,66,75,9,81,80,8,42,2,10,68,NA,89,1,80
1965,Female,White,Independent,Some college,92,100,84,90,85,98,79,50,90,95,4,100,NA,79,25,84
1970,Male,White,Republican,Post-grad,NA,50,50,50,NA,63,95,NA,21,36,NA,90,7,77,NA,20
1980,Female,Black,Democrat,Some college,95,86,90,90,86,90,100,95,80,90,94,85,11,95,100,2
1971,Male,Asian,Independent,Some college,50,40,50,50,50,50,50,90,50,75,70,60,0,0,60,0
1962,Female,White,Republican,High school graduate,97,100,100,80,18,100,100,40,71,59,64,100,NA,100,1,96
1959,Male,Hispanic,Other,Some college,74,70,64,73,28,98,99,25,37,76,28,99,NA,98,NA,NA
1968,Female,Black,Not sure,Post-grad,75,75,50,75,45,75,90,5,50,40,70,60,40,95,40,70
1948,Male,Asian,Democrat,2-year,95,95,85,100,92,NA,100,99,89,100,100,NA,62,22,100,5
1958,Female,Hispanic,Democrat,Some college,5,30,100,100,10,100,7,38,99,100,32,20,33,5,59,30
1951,Female,White,Independent,Some college,100,100,100,52,50,100,100,NA,100,100,81,97,NA,100,NA,100
1955,Male,White,Democrat,2-year,98,69,98,94,81,80,50,91,81,100,97,31,NA,NA,100,21
1957,Male,Hispanic,Republican,High school graduate,79,76,100,79,78,100,78,72,81,60,98,92,16,85,46,81
1965,Male,White,Independent,4-year,80,61,48,53,55,89,84,28,50,47,60,78,56,80,28,78
1961,Male,White,Republican,High school graduate,88,92,85,96,8,92,96,8,73,9,67,98,85,96,8,71
1962,Male,White,Independent,Post-grad,47,89,47,72,0,100,3,53,52,49,46,66,0,2,46,51
1933,Female,White,Democrat,Post-grad,80,57,83,89,78,83,51,50,95,78,89,69,3,36,50,12
1952,Male,Hispanic,Republican,Some college,90,90,90,90,90,90,90,50,50,75,6,96,26,90,50,90
1941,Female,White,Republican,2-year,100,100,100,100,100,100,100,51,100,100,50,100,12,58,100,100
1993,Male,Mixed,Democrat,4-year,50,50,50,50,44,50,50,49,50,50,51,54,0,46,50,12
1956,Male,White,Independent,2-year,76,85,86,88,1,96,50,34,79,89,35,98,57,32,20,62
1951,Female,White,Democrat,Some college,95,NA,NA,100,77,96,100,98,92,96,96,NA,5,95,96,NA
1969,Male,White,Republican,High school graduate,NA,100,NA,67,NA,48,89,NA,NA,NA,100,81,NA,44,59,88
1948,Female,White,Republican,Some college,89,91,94,87,25,100,99,11,19,4,8,91,80,100,1,90
1953,Male,White,Democrat,High school graduate,100,95,80,80,95,100,100,95,75,100,100,100,NA,80,100,25
1955,Male,Hispanic,Democrat,High school graduate,100,84,99,88,76,89,88,NA,81,92,NA,91,NA,NA,93,0
1962,Female,Hispanic,Independent,Post-grad,98,50,98,98,90,98,10,97,98,98,82,50,0,NA,80,21
1948,Female,White,Independent,High school graduate,100,99,100,99,95,99,100,95,100,100,100,71,NA,90,96,9
1955,Male,Black,Independent,Some college,90,90,89,94,90,90,91,89,85,75,89,79,14,62,81,41
1928,Male,White,Republican,4-year,79,95,61,60,7,96,96,50,80,25,30,95,30,80,51,90
1978,Female,Asian,Democrat,Post-grad,50,50,50,50,50,50,50,50,50,71,50,25,51,25,91,4
1960,Female,Black,Democrat,2-year,100,100,100,100,NA,100,100,NA,100,100,100,100,NA,NA,100,100
1940,Male,White,Republican,High school graduate,50,51,51,52,3,51,80,21,21,6,22,95,70,81,3,91
1977,Female,White,Democrat,High school graduate,80,80,80,80,2,3,2,100,80,100,100,55,0,NA,80,3
1935,Female,White,Independent,High school graduate,100,78,99,100,29,100,100,50,40,31,30,80,39,100,31,71
1959,Female,Black,Democrat,Some college,100,97,95,NA,72,84,NA,50,87,96,98,97,51,50,99,5
1960,Male,White,Independent,2-year,50,50,51,90,50,64,52,20,90,50,10,99,10,50,11,50
1938,Male,White,Independent,High school graduate,52,99,47,46,5,98,99,30,11,46,62,96,70,79,50,70
1958,Female,White,Independent,2-year,70,70,70,70,70,80,80,20,70,90,50,99,65,90,30,30
1961,Female,White,Democrat,Some college,98,72,99,99,98,100,90,100,99,100,100,87,17,98,93,5
1954,Female,White,Republican,4-year,91,91,91,92,36,91,99,31,90,4,38,92,22,97,12,62
1963,Female,White,Independent,High school graduate,87,87,81,86,60,97,91,81,75,40,49,97,NA,96,27,75
1971,Female,White,Democrat,Post-grad,53,51,50,52,NA,89,49,60,57,76,51,78,54,45,50,15
1942,Male,White,Democrat,High school graduate,96,99,100,100,80,90,81,100,91,91,100,99,7,11,100,2
1970,Male,White,Democrat,Some college,80,50,80,80,50,50,31,50,80,80,50,90,1,11,90,30
1951,Male,White,Independent,High school graduate,100,100,100,100,50,100,50,100,99,100,61,80,0,50,50,0
1962,Female,White,Republican,High school graduate,99,100,77,100,11,100,100,13,3,100,NA,100,95,100,NA,94
1969,Male,Black,Independent,Some college,78,6,10,49,4,8,77,4,3,3,49,4,5,56,5,51
1958,Male,Black,Republican,4-year,70,85,81,85,31,96,97,11,41,10,3,95,85,98,11,80
1958,Female,White,Democrat,High school graduate,70,20,80,1,50,100,0,99,79,79,100,0,0,0,100,0
1956,Male,Hispanic,Republican,2-year,99,100,100,100,100,100,100,7,100,50,4,100,51,100,4,29
1963,Female,White,Independent,Post-grad,51,50,50,50,65,51,22,80,77,80,66,50,10,9,50,11
1951,Female,White,Republican,4-year,81,99,100,70,29,89,99,40,12,29,53,100,31,70,20,100
1934,Female,White,Democrat,4-year,99,99,100,100,100,100,100,97,100,100,52,92,3,69,85,30
1947,Female,White,Independent,High school graduate,73,84,59,53,44,76,95,42,54,84,41,75,NA,82,13,79
1956,Female,White,Republican,4-year,90,91,90,91,31,89,100,31,62,6,50,85,NA,91,74,91
1951,Male,White,Democrat,4-year,76,55,74,78,80,79,8,76,74,80,75,19,NA,NA,57,NA
1950,Male,White,Independent,4-year,40,100,65,76,3,75,83,51,76,50,32,79,NA,51,49,85
1938,Male,White,Republican,Post-grad,51,75,50,50,3,75,100,49,50,22,70,100,NA,100,12,100
1970,Male,White,Independent,High school graduate,25,50,26,50,0,49,51,50,0,1,50,41,50,26,26,21
1947,Female,White,Democrat,High school graduate,39,51,49,50,12,66,47,99,14,50,47,84,NA,84,96,11
1941,Male,White,Democrat,4-year,75,83,88,90,84,74,78,77,80,98,82,63,0,48,NA,13
1955,Male,White,Independent,No HS,56,91,61,76,69,98,99,3,77,1,0,100,2,99,2,91
1933,Female,White,Republican,High school graduate,75,85,74,50,1,81,100,0,17,1,21,99,NA,100,1,81
1941,Female,White,Independent,2-year,80,91,63,81,30,99,100,51,79,50,92,96,NA,100,72,NA
1967,Male,White,Democrat,High school graduate,25,92,5,31,7,89,6,7,4,11,5,52,NA,2,98,9
1952,Female,Black,Democrat,High school graduate,100,80,88,50,51,88,87,NA,84,52,39,11,0,81,89,0
1953,Female,White,Independent,High school graduate,5,100,1,6,3,52,91,80,0,48,81,69,NA,87,41,52
1940,Female,White,Independent,High school graduate,91,99,89,81,100,99,99,99,44,48,100,97,49,54,91,23
1948,Male,White,Republican,High school graduate,10,NA,81,99,2,3,100,NA,11,NA,0,100,0,100,NA,99
1984,Male,White,Republican,4-year,36,78,38,41,9,47,83,9,36,0,NA,87,NA,79,28,69
1945,Male,Other,Independent,High school graduate,46,99,71,89,3,97,98,0,70,1,10,99,91,96,1,28
1936,Male,White,Republican,Post-grad,60,70,66,79,30,90,96,10,41,6,11,95,46,70,6,40
1964,Male,Hispanic,Republican,Post-grad,99,99,100,98,96,99,99,72,75,91,75,99,80,100,67,80
1983,Female,White,Republican,4-year,78,100,72,89,27,97,100,0,1,52,48,100,90,89,0,100
1956,Male,White,Other,2-year,68,69,78,98,NA,51,79,NA,50,50,NA,89,74,100,29,31
1963,Male,White,Republican,4-year,61,78,49,78,13,78,100,1,46,60,25,97,75,98,0,80
1960,Female,White,Republican,High school graduate,53,79,59,81,10,81,100,NA,61,11,NA,80,36,91,61,51
1982,Male,White,Independent,4-year,100,75,100,100,100,100,100,94,100,100,10,100,1,89,3,20
1960,Female,White,Democrat,Some college,80,80,90,95,90,100,95,90,95,90,95,90,10,90,90,40
1954,Male,White,Independent,Some college,NA,68,74,81,67,95,95,90,45,73,64,16,3,56,86,11
1950,Male,White,Other,4-year,70,57,80,91,57,92,74,25,53,51,35,94,22,50,22,25
1973,Male,White,Independent,Post-grad,75,80,96,100,76,91,70,70,81,85,60,73,0,46,66,6
1931,Female,Hispanic,Republican,2-year,81,95,89,70,31,76,79,55,55,54,79,80,75,46,65,90
1950,Male,White,Republican,No HS,30,98,51,60,10,99,100,8,50,10,27,100,8,99,2,81
1946,Female,White,Democrat,2-year,100,100,75,80,79,79,80,93,69,84,80,80,51,82,100,21
1965,Male,White,Republican,Some college,74,99,79,99,1,100,100,9,6,60,50,100,90,75,10,56
1958,Male,White,Republican,Some college,75,75,50,25,20,75,75,50,25,80,5,100,50,75,5,100
1991,Female,White,Republican,4-year,90,90,90,90,90,91,60,75,90,41,76,76,1,51,75,41
1960,Female,White,Republican,4-year,100,100,100,100,96,94,100,78,100,100,54,100,56,100,70,53
1953,Female,White,Independent,4-year,90,90,90,90,90,90,90,0,NA,91,4,90,0,51,30,70
1958,Female,White,Independent,4-year,50,72,53,60,69,89,98,94,77,91,53,88,6,6,74,51
1957,Male,White,Independent,High school graduate,50,80,50,50,37,51,22,50,50,100,95,81,1,6,62,3
1974,Male,Black,Independent,2-year,100,98,92,94,13,100,100,38,86,0,53,67,17,99,44,42
1960,Female,White,Republican,4-year,65,95,89,98,50,92,91,19,90,62,9,88,1,84,27,53
1952,Male,White,Independent,Some college,82,97,8,15,9,18,17,10,13,19,78,75,27,10,44,1
1981,Female,Hispanic,Independent,4-year,29,79,50,50,50,50,65,51,50,57,80,75,50,50,31,50
1951,Female,White,Democrat,No HS,60,91,51,64,36,79,70,62,49,48,47,67,20,31,75,8
1945,Male,White,Independent,High school graduate,60,100,70,75,60,90,100,10,50,50,25,90,50,75,50,80
